pub_number,pub_name,chemical,chemical_category,organisms,study_type,water_units,water_conc,water_conc_measure_type,water_conc_error_lower_limit,water_conc_upper_limit,water_conc_error_measure,water_conc_sample_size,sediment_units,sediment_conc,sediment_conc_measure_type,sediment_conc_error_lower_limit,sediment_conc_upper_limit,sediment_conc_error_measure,sediment_conc_sample_size,adult_units,adult_conc,adult_conc_measure_type,adult_conc_error_lower_limit,adult_conc_upper_limit,adult_conc_error_measure,adult_conc_sample_size,emergence_mgdm_m2_y,contaminant_flux_mg_m2_y,comments,coordinates,coord,latitude,longitude,comments_from_ralf,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Caffeine,caffeine,Trichoptera,field,ugl,0.181673,mean,0.199622,,standard deviation,5,,,,,,,,ng_mg_dm,0.020746,mean,8.049,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Tris(2butoxyethyl)phosphate,EDC,Aquatic insects,field,ugl,0.024075,mean,0.023015,,standard deviation,5,,,,,,,,ng_mg_dm,0.010355,mean,15.121,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Tris(2butoxyethyl)phosphate,EDC,Odonata,field,ugl,0.024075,mean,0.023015,,standard deviation,5,,,,,,,,ng_mg_dm,0.009341,mean,13.934,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Tris(2butoxyethyl)phosphate,EDC,Trichoptera,field,ugl,0.024075,mean,0.023015,,standard deviation,5,,,,,,,,ng_mg_dm,0.008834,mean,18.029,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Tris(1-chloro-2propyl)phosphat,EDC,Aquatic insects,field,ugl,0.019764,mean,0.01375,,standard deviation,5,,,,,,,,ng_mg_dm,0.006806,mean,5.455,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Tris(1-chloro-2propyl)phosphat,EDC,Odonata,field,ugl,0.019764,mean,0.01375,,standard deviation,5,,,,,,,,ng_mg_dm,0.004904,mean,3.589,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Tris(1-chloro-2propyl)phosphat,EDC,Trichoptera,field,ugl,0.019764,mean,0.01375,,standard deviation,5,,,,,,,,ng_mg_dm,0.009657,mean,7.335,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Tris(2carboxyethyl)phosphine,EDC,Aquatic insects,field,ugl,0.004025,mean,0.005138,,standard deviation,5,,,,,,,,ng_mg_dm,0.001226,mean,1.312,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Tris(2carboxyethyl)phosphine,EDC,Odonata,field,ugl,0.004025,mean,0.005138,,standard deviation,5,,,,,,,,ng_mg_dm,0.001168,mean,1.503,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Tris(2carboxyethyl)phosphine,EDC,Trichoptera,field,ugl,0.004025,mean,0.005138,,standard deviation,5,,,,,,,,ng_mg_dm,0.001663,mean,0.675,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Bisphenol-A,EDC,Aquatic insects,field,ugl,0.003541,mean,0.003443,,standard deviation,5,,,,,,,,ng_mg_dm,0.007459,mean,7.186,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Bisphenol-A,EDC,Odonata,field,ugl,0.003541,mean,0.003443,,standard deviation,5,,,,,,,,ng_mg_dm,0.008983,mean,8.218,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Bisphenol-A,EDC,Trichoptera,field,ugl,0.003541,mean,0.003443,,standard deviation,5,,,,,,,,ng_mg_dm,0.005894,mean,3.051,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Triclosan,EDC,Aquatic insects,field,ugl,0.000031,mean,0.000069,,standard deviation,5,,,,,,,,ng_mg_dm,0.000148,mean,0.202,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Triclosan,EDC,Odonata,field,ugl,0.000031,mean,0.000069,,standard deviation,5,,,,,,,,ng_mg_dm,0.000226,mean,0.215,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Triclosan,EDC,Trichoptera,field,ugl,0.000031,mean,0.000069,,standard deviation,5,,,,,,,,ng_mg_dm,0.00001,mean,0.025,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Methylparaben,EDC,Aquatic insects,field,ugl,0.002437,mean,0.002082,,standard deviation,5,,,,,,,,ng_mg_dm,0.00339,mean,2.6,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Methylparaben,EDC,Odonata,field,ugl,0.002437,mean,0.002082,,standard deviation,5,,,,,,,,ng_mg_dm,0.002449,mean,1.673,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Methylparaben,EDC,Trichoptera,field,ugl,0.002437,mean,0.002082,,standard deviation,5,,,,,,,,ng_mg_dm,0.006355,mean,1.918,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Ethylparaben,EDC,Aquatic insects,field,ugl,0.000654,mean,0.000808,,standard deviation,5,,,,,,,,ng_mg_dm,0.000469,mean,0.791,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Ethylparaben,EDC,Odonata,field,ugl,0.000654,mean,0.000808,,standard deviation,5,,,,,,,,ng_mg_dm,0.000213,mean,0.211,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Ethylparaben,EDC,Trichoptera,field,ugl,0.000654,mean,0.000808,,standard deviation,5,,,,,,,,ng_mg_dm,0.001163,mean,1.216,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Propylparaben,EDC,Aquatic insects,field,ugl,0.00045,mean,0.000811,,standard deviation,5,,,,,,,,ng_mg_dm,0.00056,mean,0.404,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Propylparaben,EDC,Odonata,field,ugl,0.00045,mean,0.000811,,standard deviation,5,,,,,,,,ng_mg_dm,0.000459,mean,0.33,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Propylparaben,EDC,Trichoptera,field,ugl,0.00045,mean,0.000811,,standard deviation,5,,,,,,,,ng_mg_dm,0.000926,mean,0.308,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Tilmicosin,pharmaceuticals,Aquatic insects,field,ugl,0.000033,mean,0.000066,,standard deviation,5,,,,,,,,ng_mg_dm,0.000299,mean,0.296,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Tilmicosin,pharmaceuticals,Odonata,field,ugl,0.000033,mean,0.000066,,standard deviation,5,,,,,,,,ng_mg_dm,0.000258,mean,0.331,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Tilmicosin,pharmaceuticals,Trichoptera,field,ugl,0.000033,mean,0.000066,,standard deviation,5,,,,,,,,ng_mg_dm,0.000325,mean,0.207,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Thiabendazole,pharmaceuticals,Aquatic insects,field,ugl,0.000077,mean,0.000148,,standard deviation,5,,,,,,,,ng_mg_dm,0.000419,mean,0.474,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Thiabendazole,pharmaceuticals,Odonata,field,ugl,0.000077,mean,0.000148,,standard deviation,5,,,,,,,,ng_mg_dm,0.000338,mean,0.41,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Thiabendazole,pharmaceuticals,Trichoptera,field,ugl,0.000077,mean,0.000148,,standard deviation,5,,,,,,,,ng_mg_dm,0.000705,mean,0.536,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Carbamazepine,pharmaceuticals,Aquatic insects,field,ugl,0.003256,mean,0.003511,,standard deviation,5,,,,,,,,ng_mg_dm,0.000002,mean,0.007,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Carbamazepine,pharmaceuticals,Odonata,field,ugl,0.003256,mean,0.003511,,standard deviation,5,,,,,,,,ng_mg_dm,ND,mean,ND,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
54,"Previsic, A., M. Vilenica, N. Vuckovic, M. Petrovic, M. Rozman. 2021. Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems. Environmental Science & Technology 55: 3736-3746.",Carbamazepine,pharmaceuticals,Trichoptera,field,ugl,0.003256,mean,0.003511,,standard deviation,5,,,,,,,,ng_mg_dm,0.000008,mean,0.012,,standard deviation,5,,,,46.338223N,16.808941E,,,5 sites in Croatia,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Azoxystrobin,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0008,median,0.0406, ,SD,5,,,average,,,,2,ng_mg_dm,0.0002,average,0.0002, ,SD,6,,,MB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Azoxystrobin,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0034,median,0.0017, ,SD,13,,,average,,,,2,ng_mg_dm,0.0003,average,0.0006, ,SD,6,,,SB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Boscalid,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0224,median,0.0193, ,SD,11,ugg,0.003,average,,,,2,ng_mg_dm,0.0003,average,NA, ,SD,1,,,MB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Boscalid,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0131,median,0.0126, ,SD,13,,,average,,,,2,ng_mg_dm,0.0029,average,NA, ,SD,1,,,SB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Fluopyram,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0133,median,0.0293, ,SD,11,,,average,,,,2,ng_mg_dm,0.0005,average,0.0004, ,SD,8,,,MB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Fluopyram,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0084,median,0.009, ,SD,13,,,average,,,,2,ng_mg_dm,0.0004,average,0.0003, ,SD,3,,,SB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Propyzamide,herbicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.002,median,0.0357, ,SD,3,,,average,,,,2,ng_mg_dm,0.0002,average,0.0002, ,SD,9,,,MB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Propyzamide,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0028,median,0.1792, ,SD,10,,,average,,,,2,ng_mg_dm,0.0002,average,0.0001, ,SD,4,,,SB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Tebuconazole,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0052,median,0.0086, ,SD,8,ugg,0.0004,average,,,,2,ng_mg_dm,0.0015,average,NA, ,SD,1,,,MB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Trifloxystrobin,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0009,median,NA, , ,1,,,average,,,,2,ng_mg_dm,0.0022,average,NA, ,SD,1,,,MB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Trifloxystrobin,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0008,median,0.0007, ,SD,6,,,average,,,,2,ng_mg_dm,0.0001,average,0.00002, ,SD,3,,,SB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Thiacloprid,insecticide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0017,median,0.0449, ,SD,11,,,average,,,,2,ng_mg_dm,0.0102,average,0.0067, ,SD,9,,,MB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Thiacloprid,insecticide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0055,median,0.0109, ,Sd,13,,,average,,,,2,ng_mg_dm,0.0051,average,0.0089, ,SD,6,,,SB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Metalaxyl (sum of isomers),fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0031,median,0.0312, ,SD,9,ugg,0.0003,average,,,,2,ng_mg_dm,0.0001,average,0.00003, ,SD,6,,,MB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Metalaxyl (sum of isomers),fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0056,median,0.0118, ,SD,13,,,average,,,,2,ng_mg_dm,0.0001,average,NA, ,SD,1,,,SB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Fluopicolid,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0046,median,0.0078, ,SD,11,,,average,,,,2,ng_mg_dm,0.0015,average,0.0018, ,SD,3,,,MB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Fluopicolid,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0086,median,0.0046, ,SD,9,,,average,,,,2,ng_mg_dm,0.0004,average,0.0005, ,SD,3,,,SB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Metrafenone,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0267,median,0.0141, ,SD,7,ugg,0.0024,average,,,,2,ng_mg_dm,0.0001,average,0.00002, ,SD,4,,,MB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Metrafenone,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0129,median,0.0053, ,SD,10,ugg,0.0006,average,,,,2,ng_mg_dm,0.0001,average,NA, ,SD,1,,,SB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Pyraclostrobin,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0015,median,NA, , ,1,,,average,,,,2,ng_mg_dm,0.0001,average,0.00003, ,SD,2,,,MB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Pyraclostrobin,fungicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0008,median,NA, , ,1,,,average,,,,2,ng_mg_dm,0.0001,average,NA, ,SD,1,,,SB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
56,"Roodt, A.P., M. Huszarik, M.H. Entling, R. Schulz. 2023. Aquatic-terrestrial transfer of neonicotinoid insecticides in riparian food webs. Journal of Hazardous Materials 455: 10.",Metalochlor (sum of isomers),herbicide,"Diptera,Trichoptera,Ephemeroptera",field,ugl,0.0025,median,0.0013, ,SD,9,,,average,,,,2,ng_mg_dm,0.0004,average,0.0006, ,SD,9,,,MB,49.27137° N,8.02978° E,,,,,,,,,,,,,,,,,,,,,
